PLAYER,TEAM,AGE,GP,W ,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,plus/minus
KJ McDaniels,HOU,23,37,17,6.4,2.4,0.8,1.9,0.2,0.7,0.6,0.8,0.4,0.7,0.3,0.5,0.2,0.2,0.8,4.8,0,0,2
Michael Beasley,HOU,27,20,10,18.1,12.8,5.4,10.3,0.2,0.5,1.9,2.5,1.5,3.5,0.8,1.2,0.6,0.5,2,21.6,1,0,-3.4
Montrezl Harrell,HOU,22,39,17,9.7,3.6,1.5,2.3,0,0,0.6,1.2,0.6,1,0.4,0.4,0.3,0.3,1.2,7.5,0,0,1
Patrick Beverley,HOU,27,71,35,28.7,9.9,3.6,8.4,1.7,4.4,0.8,1.2,1,2.5,3.4,1.3,1.3,0.4,3.3,22.9,1,0,1.9
Sam Dekker,HOU,22,3,1,2,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,1.4,0,0,-0.7
Terrence Jones,HOU,24,50,24,20.9,8.7,3.3,7.3,0.5,1.6,1.5,2.3,1.2,3,0.8,1,0.5,0.8,1.7,17.7,0,0,-4.8
Trevor Ariza,HOU,31,81,40,35.3,12.7,4.4,10.6,2.3,6.2,1.6,2,0.8,3.7,2.3,1.4,2,0.3,2.2,27.1,1,0,0.5
Anderson Varejao,GSW,33,53,41,9.4,2.6,1,2.3,0,0,0.6,0.9,0.7,2,0.7,0.4,0.3,0.2,1.3,7.8,0,0,0.4
Andre Iguodala,GSW,32,65,59,26.6,7,2.7,5.7,0.8,2.4,0.8,1.3,0.8,3.2,3.4,1.2,1.1,0.3,1.6,20,1,0,7
Andrew Bogut,GSW,31,70,62,20.7,5.4,2.5,4,0,0,0.3,0.7,1.7,5.3,2.3,1.2,0.5,1.6,3.2,22.4,5,0,5.7
Brandon Rush,GSW,30,72,63,14.6,4.2,1.5,3.6,0.9,2.2,0.3,0.4,0.3,2.2,0.8,0.5,0.3,0.3,0.8,9.8,0,0,-0.4
Draymond Green,GSW,26,81,73,34.7,14,5,10.1,1.2,3.2,2.8,4.1,1.7,7.8,7.4,3.2,1.5,1.4,3,41.8,33,13,13.2
Festus Ezeli,GSW,26,46,42,16.7,7,2.7,5,0,0,1.5,2.9,2,3.6,0.7,0.8,0.4,1.1,2,18.3,6,0,4.8
Harrison Barnes,GSW,24,66,59,30.9,11.7,4.5,9.6,1.2,3.2,1.5,2,1.2,3.8,1.8,0.9,0.6,0.2,2.1,21.8,1,0,6.8
Ian Clark,GSW,25,66,59,8.8,3.6,1.3,3.1,0.5,1.3,0.4,0.5,0.2,0.8,1,0.7,0.3,0.2,0.9,7,0,0,-1.2
James Michael McAdoo,GSW,23,41,37,6.4,2.9,1.1,2,0,0,0.6,1.2,0.7,0.7,0.4,0.4,0.2,0.2,1,6.1,0,0,-2.1
Kevon Looney,GSW,20,5,4,4.1,1.8,0.8,1.4,0.2,0.4,0,0,0.8,1.2,0,0.2,0,0,0.4,4,0,0,-4.4
Klay Thompson,GSW,26,80,71,33.3,22.1,8.1,17.3,3.5,8.1,2.4,2.8,0.4,3.4,2.1,1.7,0.8,0.6,1.9,32.2,0,0,10.5
Leandro Barbosa,GSW,33,68,60,15.9,6.4,2.5,5.4,0.6,1.6,0.8,0.9,0.4,1.3,1.2,0.8,0.6,0.1,1.6,11.8,0,0,0.6
Marreese Speights,GSW,28,72,64,11.6,7.1,2.7,6.3,0.3,0.9,1.3,1.6,1.1,2.3,0.8,0.9,0.3,0.5,1.6,13.7,1,0,0.2
Shaun Livingston,GSW,30,78,69,19.5,6.3,2.6,4.9,0,0.2,1,1.2,0.5,1.6,3,1,0.7,0.3,1.8,15.6,0,0,2.7
Stephen Curry,GSW,28,79,71,34.2,30.1,10.2,20.2,5.1,11.2,4.6,5.1,0.9,4.6,6.7,3.3,2.1,0.2,2,50.3,15,2,12.9
Andre Drummond,DET,22,81,43,32.9,16.2,6.8,13.1,0,0.1,2.6,7.2,4.9,9.9,0.8,1.9,1.5,1.4,3,41.9,66,0,1.6
Anthony Tolliver,DET,31,72,36,18.6,5.3,1.8,4.6,1.4,3.8,0.4,0.7,0.5,2.6,0.7,0.4,0.4,0.2,1.2,11.6,0,0,0.1
Aron Baynes,DET,29,81,43,15.2,6.3,2.4,4.7,0,0,1.6,2,1.7,3,0.6,0.8,0.3,0.6,1.9,14.9,1,0,-0.7
Cameron Bairstow,DET,25,18,4,5.7,1.9,0.7,2.2,0.1,0.3,0.4,0.4,0.2,1.3,0.3,0.2,0.1,0.2,1.1,4.9,0,0,-0.4
Darrun Hilliard,DET,23,38,17,10.1,4,1.4,3.4,0.5,1.3,0.8,1.1,0.1,1.1,0.7,0.5,0.2,0,0.7,6.8,0,0,-0.1
Jodie Meeks,DET,28,3,3,14.5,7.3,2.3,6.7,1.3,3,1.3,1.3,0.3,1.3,1,0.3,0,0,0.7,10.5,0,0,3
Joel Anthony,DET,33,19,12,5,0.9,0.3,0.5,0,0,0.3,0.4,0.4,0.7,0.1,0.1,0.1,0.6,0.8,4.5,0,0,-0.9
Kentavious Caldwell-Pope,DET,23,76,41,36.7,14.5,5.3,12.6,1.5,4.9,2.4,3,0.9,2.8,1.8,1.4,1.4,0.2,2.2,25.3,1,0,2.3
Lorenzo Brown,DET,25,8,1,7.6,2.5,1,3.1,0.1,1,0.4,0.5,0,0.9,1.4,1.1,0.4,0.1,0.5,6,0,0,-3.8
Marcus Morris Sr.,DET,26,80,42,35.7,14.1,5.1,11.8,1.4,3.7,2.5,3.4,1.1,3.9,2.5,1.8,0.8,0.3,2.1,25.6,4,0,2
Reggie Bullock,DET,25,37,22,11.6,3.3,1.2,2.6,0.6,1.4,0.4,0.4,0.4,1.5,0.7,0.2,0.3,0.1,0.8,7.4,0,0,-1.6
Reggie Jackson,DET,26,79,43,30.7,18.8,6.8,15.7,1.5,4.2,3.7,4.3,0.7,2.5,6.2,2.8,0.7,0.1,2.4,31.9,9,0,1.7
Stanley Johnson,DET,20,73,37,23.1,8.1,3.1,8.2,0.9,2.8,1.1,1.4,0.8,3.4,1.6,1.6,0.8,0.2,2.4,16.8,3,0,-1.9
Steve Blake,DET,36,58,34,17,4.4,1.6,4.1,0.9,2.6,0.3,0.3,0.2,1.4,3.4,1.4,0.4,0.1,1.2,11.5,0,0,-1
Tobias Harris,DET,23,76,37,33.1,14.7,5.5,11.7,1.1,3.1,2.7,3.2,1.3,5.4,2.2,1.4,0.9,0.5,2,28.8,12,0,0.2
Axel Toupane,DEN,23,21,9,14.5,3.6,1.2,3.3,0.6,1.9,0.6,0.8,0.4,1.1,0.7,0.3,0.3,0.3,1.9,8,0,0,-0.8
D.J. Augustin,DEN,28,62,35,19,7.5,2.4,5.6,1.1,2.7,1.7,2.1,0.1,1.4,3.2,1.4,0.6,0.1,1.4,14.8,2,0,-0.5
Danilo Gallinari,DEN,27,53,22,34.7,19.5,5.4,13.2,1.6,4.5,7.1,8.2,1,4.3,2.5,1.5,0.8,0.4,1.6,31.7,3,0,-1.9
Darrell Arthur,DEN,28,70,26,21.7,7.5,3.2,7,0.6,1.7,0.6,0.8,1.2,3,1.4,0.9,0.8,0.7,2.6,18,2,0,-0.7
Emmanuel Mudiay,DEN,20,68,29,30.4,12.8,4.8,13.3,1.1,3.4,2.1,3.1,0.5,2.9,5.5,3.2,1,0.5,2.1,26.3,4,0,-1.7
Erick Green,DEN,25,9,6,4.7,1.4,0.6,1.4,0.1,0.6,0.2,0.2,0.3,0.3,0.3,0,0.1,0,0.4,3.1,0,0,-0.1
Gary Harris,DEN,21,76,31,32.1,12.3,4.7,10.1,1.4,3.9,1.4,1.8,0.7,2.2,1.9,1.3,1.3,0.2,1.9,21.9,0,0,-2.8
JaKarr Sampson,DEN,23,73,18,15.9,5.1,1.9,4.3,0.2,0.9,1.1,1.7,0.6,2,0.6,1,0.3,0.5,1.9,10.5,0,0,-3.2
Jameer Nelson,DEN,34,39,12,26.6,7.7,2.9,7.9,1.1,3.7,0.8,0.9,0.5,2.5,4.9,1.7,0.6,0.1,2.6,19.1,0,0,-3.4
Joffrey Lauvergne,DEN,24,59,24,17.6,7.9,3.3,6.4,0.2,0.9,1.1,1.2,1.3,3.6,0.9,0.9,0.2,0.3,1.9,15.7,5,0,-3.7
Jusuf Nurkic,DEN,21,32,14,17.1,8.2,3.2,7.6,0,0.1,1.9,3.1,2,3.4,1.3,1.7,0.8,1.4,2.8,21.3,4,0,-0.2
Kenneth Faried,DEN,26,67,26,25.3,12.5,5.2,9.3,0,0,2,3.3,3.5,5.2,1.2,1.4,0.5,0.9,2.5,27.4,21,0,-1.6
Kostas Papanikolaou,DEN,25,26,8,11.3,2.6,0.9,2.5,0.4,1.2,0.3,0.5,0.3,1.2,0.6,0.8,0.5,0.2,0.9,6.6,0,0,-0.3
Mike Miller,DEN,36,47,21,7.9,1.3,0.5,1.3,0.4,1.1,0,0,0.1,1,0.9,0.4,0.3,0.1,1.1,4.7,0,0,-1.9
Nikola Jokic,DEN,21,80,31,21.7,10,3.8,7.5,0.4,1.1,1.9,2.4,2.3,4.7,2.4,1.3,1,0.6,2.6,25.4,16,0,1.2
Will Barton,DEN,25,82,33,28.7,14.4,5.2,12,1.4,4,2.6,3.3,0.7,5.1,2.5,1.7,0.9,0.5,1.8,27.4,6,0,-1.6
Chandler Parsons,DAL,27,61,29,29.5,13.7,5.2,10.7,1.7,4.1,1.5,2.2,0.5,4.2,2.8,1.6,0.8,0.3,1.9,25.2,3,0,0
Charlie Villanueva,DAL,31,62,29,10.7,5.1,2,5.3,0.8,2.8,0.4,0.4,0.4,2.1,0.4,0.5,0.3,0.2,1.1,9.8,0,0,-1.4
David Lee,DAL,33,55,27,16.4,7.8,3.2,6.1,0,0,1.3,1.7,1.8,3.7,1.5,1.2,0.4,0.5,2.1,18.2,4,0,-1.5
Deron Williams,DAL,32,65,31,32.4,14.1,4.9,11.9,1.5,4.3,2.8,3.2,0.3,2.6,5.8,2.3,0.9,0.2,2.4,27.5,4,0,0
Devin Harris,DAL,33,64,35,20,7.6,2.6,5.8,0.8,2.5,1.6,2.2,0.3,1.9,1.8,1,0.9,0.2,1.9,15.4,0,0,-1.4
Dirk Nowitzki,DAL,38,75,38,31.5,18.3,6.6,14.8,1.7,4.6,3.3,3.7,0.7,5.8,1.8,1.1,0.7,0.7,2.1,31.8,10,0,3.4
Dwight Powell,DAL,24,69,35,14.4,5.8,2.1,4.3,0,0.2,1.5,2.1,1.2,2.7,0.6,0.6,0.5,0.3,1.7,13.5,3,0,-1.2
J.J. Barea,DAL,32,74,38,22.5,10.9,4.3,9.6,1.4,3.5,1,1.3,0.4,1.7,4.1,1.5,0.4,0,1.5,19.1,2,0,-1
JaVale McGee,DAL,28,34,15,10.9,5.1,2.3,3.9,0,0,0.5,1.1,1.6,2.4,0.1,0.6,0.1,0.8,1.4,12,1,0,-1.6
Jeremy Evans,DAL,28,30,16,8.4,2.4,0.9,1.6,0.1,0.5,0.5,0.7,0.4,1.4,0.1,0.2,0.2,0.3,0.6,5.9,0,0,-1.4
Justin Anderson,DAL,22,55,28,11.8,3.8,1.3,3.2,0.4,1.5,0.8,1,0.3,2.1,0.5,0.4,0.3,0.5,0.8,9.4,1,0,0.1
Raymond Felton,DAL,32,80,40,27.4,9.5,3.5,8.5,0.8,2.7,1.9,2.2,0.5,2.8,3.6,1.5,0.9,0.2,1.8,20.3,3,1,-0.8
Salah Mejri,DAL,30,34,16,11.7,3.7,1.4,2.3,0,0,0.8,1.4,1.2,2.4,0.3,0.7,0.2,1.1,1.6,11.7,3,0,1.3
Wesley Matthews,DAL,29,78,40,33.9,12.5,4.2,10.9,2.4,6.7,1.6,1.9,0.3,2.7,1.9,1,1,0.2,2.3,21.7,0,0,1.3
Zaza Pachulia,DAL,32,76,40,26.4,8.6,2.9,6.2,0,0,2.8,3.6,3.3,6.2,1.7,1.6,0.8,0.3,2.4,24.2,26,0,0
Channing Frye,CLE,33,70,35,17.1,6.1,2.2,5,1.3,3.4,0.4,0.5,0.5,2.8,1,0.6,0.4,0.4,1.8,13.4,0,0,1.5
Dahntay Jones,CLE,35,1,0,42.4,13,6,14,1,2,0,0,1,4,2,0,1,2,6,31,0,0,-1
Iman Shumpert,CLE,26,54,39,24.4,5.8,2.1,5.6,0.8,2.7,0.7,0.9,0.6,3.2,1.7,1.1,1,0.4,2.2,15.8,1,0,3.4
JR Smith,CLE,30,77,53,30.7,12.4,4.6,11,2.6,6.6,0.6,0.9,0.6,2.3,1.7,0.8,1.1,0.3,2.6,21.5,1,0,4
James Jones,CLE,35,48,33,9.7,3.7,1.2,3,0.9,2.2,0.4,0.5,0.2,0.9,0.3,0.3,0.2,0.2,1,6.4,0,0,-0.4
Jared Cunningham,CLE,25,44,31,9.3,2.7,0.8,2.4,0.3,0.9,0.8,1.3,0.1,0.8,0.5,0.5,0.3,0,0.9,5.1,0,0,-1
Joe Harris,CLE,24,5,5,3,0.6,0.2,0.8,0.2,0.8,0,0,0,0.6,0.4,0.2,0,0,0.2,1.7,0,0,-4.2
Jordan McRae,CLE,25,22,10,8.9,4.5,1.5,3.5,0.5,1,1,1.3,0.2,0.7,1.1,0.7,0.1,0,0.8,7.2,0,0,2
Kevin Love,CLE,27,77,53,31.5,16,5.3,12.7,2.1,5.7,3.4,4.1,1.9,8,2.4,1.8,0.8,0.5,2.1,33.5,35,0,5.6
Kyrie Irving,CLE,24,53,37,31.5,19.6,7.4,16.6,1.6,4.9,3.2,3.6,0.8,2.1,4.7,2.3,1.1,0.3,2,32.1,1,0,3.9
LeBron James,CLE,31,76,56,35.6,25.3,9.7,18.6,1.1,3.7,4.7,6.5,1.5,6,6.8,3.3,1.4,0.6,1.9,47.1,28,2,8.1
Matthew Dellavedova,CLE,25,76,54,24.6,7.5,2.7,6.7,1.3,3.1,0.8,0.9,0.4,1.7,4.4,1.5,0.6,0.1,2.3,17.3,1,0,5
Mo Williams,CLE,33,41,27,18.2,8.2,3.2,7.4,0.9,2.5,0.9,1,0.1,1.6,2.4,1.4,0.3,0.1,1.5,13.9,0,0,-1.2
Richard Jefferson,CLE,36,74,51,17.9,5.5,1.9,4.2,0.9,2.3,0.8,1.2,0.2,1.5,0.8,0.6,0.4,0.2,1.7,10.1,0,0,-0.6
Sasha Kaun,CLE,31,25,18,3.8,0.9,0.4,0.7,0,0,0.2,0.4,0.5,0.6,0.1,0.3,0.2,0.2,0.4,3.1,0,0,-0.1
Timofey Mozgov,CLE,29,76,52,17.4,6.3,2.7,4.7,0,0.1,0.9,1.3,1.4,3,0.4,0.9,0.3,0.8,2.1,14.4,2,0,0
Tristan Thompson,CLE,25,82,57,27.7,7.8,3,5.1,0,0,1.8,3,3.3,5.7,0.8,0.7,0.5,0.6,2.5,22.3,23,0,4.4
Aaron Brooks,CHI,31,69,36,16.1,7.1,2.7,6.8,1,2.7,0.7,0.9,0.3,1.2,2.6,1.2,0.4,0.1,1.9,13.3,0,0,-0.2
Bobby Portis,CHI,21,62,29,17.8,7,3,7,0.3,0.8,0.8,1.1,2,3.5,0.8,0.9,0.4,0.4,1.6,16.2,6,0,-2.9
Christian Felicio,CHI,23,31,14,10.3,3.4,1.3,2.3,0,0.1,0.8,1.1,1,2.3,0.8,0.4,0.2,0.4,1,10,0,0,1.7
Derrick Rose,CHI,27,66,32,31.8,16.4,6.8,15.9,0.7,2.3,2.2,2.7,0.7,2.7,4.7,2.7,0.7,0.2,1.3,27.5,1,0,-2.5
Doug McDermott,CHI,24,81,41,23,9.4,3.6,8,1.4,3.2,0.9,1,0.5,2,0.7,0.7,0.2,0.1,1.6,13.5,0,0,-0.8
E'Twaun Moore,CHI,27,59,29,21.4,7.5,3.2,6.6,0.8,1.8,0.4,0.6,0.3,1.9,1.7,0.9,0.6,0.3,1.7,14.6,0,0,-0.6
Jimmy Butler,CHI,26,67,37,36.9,20.9,7,15.4,1,3.1,5.9,7.1,1.2,4.2,4.8,2,1.6,0.6,1.9,39.4,10,2,-0.2
Joakim Noah,CHI,31,29,15,21.9,4.3,1.8,4.6,0,0,0.8,1.6,3,5.8,3.8,1.8,0.6,1,2.7,23.6,1,0,-1.2
Justin Holiday,CHI,27,53,28,14.6,4.5,1.7,4.3,0.7,2,0.5,0.7,0.2,1.5,1.1,0.7,0.6,0.4,1.2,10.3,0,0,-1.7
Mike Dunleavy,CHI,35,31,13,22.7,7.2,2.5,6.1,1.3,3.2,0.9,1.2,0.3,2.4,1.3,0.8,0.5,0.3,2.1,13.7,0,0,-2.1
Nikola Mirotic,CHI,25,66,37,24.9,11.8,3.8,9.2,2,5.2,2.2,2.7,0.9,4.6,1.5,1.5,0.9,0.7,2.3,23.8,5,0,0.6
Pau Gasol,CHI,35,72,36,31.8,16.5,6.5,13.8,0.3,1,3.2,4,2.2,8.9,4.1,2.3,0.6,2,2.1,41.4,46,2,0
Spencer Dinwiddie,CHI,23,12,5,13.3,4.8,1.6,4.5,0.1,0.8,1.6,2.8,0.3,1.1,1.8,0.6,0.3,0,1.7,9.5,0,0,-4.7
Taj Gibson,CHI,31,73,37,26.5,8.6,3.6,6.8,0,0,1.4,2,2.8,4.1,1.5,1.1,0.6,1.1,2.5,23.1,7,0,-2.1
Tony Snell,CHI,24,64,33,20.3,5.3,2,5.3,0.9,2.4,0.5,0.5,0.3,2.8,1,0.8,0.3,0.3,1.6,11.2,1,0,1.5
Aaron Harrison,CHA,21,21,15,4.4,0.9,0.2,0.9,0.1,0.5,0.2,0.6,0.2,0.5,0.1,0.2,0.3,0,0.5,2.5,0,0,-0.3
Al Jefferson,CHA,31,47,33,23.3,12,5.2,10.7,0,0,1.5,2.4,1.2,5.2,1.5,0.7,0.6,0.9,2.5,25.7,7,0,1
Cody Zeller,CHA,23,73,42,24.3,8.7,3.2,6,0,0.1,2.4,3.2,1.9,4.3,1,0.9,0.8,0.9,2.8,21.7,5,0,2.2
Courtney Lee,CHA,30,79,49,29.6,9.6,3.7,8.1,1,2.7,1.3,1.5,0.4,2.2,1.7,0.9,1.1,0.4,1.7,18.7,0,0,1.9
Elliot Williams,CHA,27,5,4,9,1.6,0.4,2,0.2,0.8,0.6,0.8,0.2,0.6,0.8,0.2,0,0,0.4,3.6,0,0,-0.6
Frank Kaminsky,CHA,23,81,47,21.1,7.5,2.7,6.5,0.8,2.5,1.3,1.8,0.9,3.3,1.2,0.7,0.5,0.5,1.6,16.5,1,0,-0.2
Jeremy Lamb,CHA,24,66,40,18.6,8.8,3.5,7.7,0.8,2.7,1,1.3,0.7,3.2,1.2,0.8,0.6,0.5,1.6,17.6,1,0,2.3
Jeremy Lin,CHA,27,78,47,26.3,11.7,3.8,9.3,1,2.9,3.1,3.7,0.5,2.7,3,1.9,0.7,0.5,2.1,22.1,1,0,1.1
Jorge Gutierrez,CHA,27,12,9,5.3,1.8,0.5,0.9,0,0.2,0.8,0.9,0,0.6,1.4,0.5,0.3,0,0.3,4.9,0,0,0.7
Kemba Walker,CHA,26,81,47,35.6,20.9,7,16.4,2.2,6,4.6,5.4,0.7,3.7,5.2,2.1,1.6,0.5,1.4,37.9,3,0,3
Marvin Williams,CHA,30,81,47,28.9,11.7,4.2,9.2,1.9,4.7,1.5,1.8,1.6,4.9,1.4,0.8,0.7,1,1.6,25.7,10,0,3.1
Michael Kidd-Gilchrist,CHA,22,7,5,29.2,12.7,4.7,8.7,0.4,1,2.9,4.1,1.7,4.7,1.3,1.1,0.4,0.4,1.3,23.8,2,0,8.3
Nicolas Batum,CHA,27,70,41,35,14.9,5.3,12.5,2,5.7,2.3,2.7,0.8,5.3,5.8,2.9,0.9,0.6,1.6,32.6,11,2,3
Spencer Hawes,CHA,28,57,30,18.2,6,2.2,5.4,0.7,1.8,0.9,1.1,0.9,3.4,1.9,1,0.4,0.5,1.9,15.5,1,0,0.8
Troy Daniels,CHA,24,43,25,11.1,5.6,2.1,4.3,1.4,2.8,0.1,0.2,0.2,1.2,0.5,0.6,0.3,0.1,0.9,8.4,0,0,-1
Tyler Hansbrough,CHA,30,44,28,7.8,2.4,0.7,1.6,0,0.1,0.9,1.5,0.9,1.1,0.2,0.3,0.3,0.2,1.3,6.1,1,0,-0.8
Amir Johnson,BOS,29,79,45,22.8,7.3,3.2,5.4,0.1,0.5,0.9,1.5,2.3,4.1,1.7,1.2,0.7,1.1,2.7,21.5,8,0,1.7
Avery Bradley,BOS,25,76,45,33.4,15.2,6,13.4,1.9,5.4,1.3,1.6,0.6,2.3,2.1,1.4,1.5,0.3,2.2,25.7,0,0,2.8
Coty Clarke,BOS,23,3,0,1.9,2,0.7,1.3,0.7,0.7,0,0,0,0.3,0,0.3,0,0,0,2.1,0,0,1.3
Evan Turner,BOS,27,81,47,28,10.5,4.2,9.3,0.2,1,1.8,2.2,0.6,4.3,4.4,2.1,1,0.3,1.7,25,4,0,1.2
Isaiah Thomas,BOS,27,82,48,32.2,22.2,7.2,16.9,2,5.7,5.8,6.6,0.6,2.4,6.2,2.7,1.1,0.1,2,36.1,7,0,3.6
Jae Crowder,BOS,25,73,43,31.6,14.2,4.9,11.1,1.7,5,2.7,3.3,1,4.2,1.8,1.1,1.7,0.5,2.7,28.6,5,0,3
James Young,BOS,20,29,12,6.9,1,0.4,1.2,0.2,0.9,0,0.1,0.1,0.8,0.3,0.2,0.2,0,0.6,3.1,0,0,-0.9
Jared Sullinger,BOS,24,81,47,23.6,10.3,4.3,10,0.4,1.3,1.3,2,2.4,5.9,2.3,1.3,0.9,0.6,2.6,27,25,0,2.6
Jonas Jerebko,BOS,29,78,47,15.1,4.4,1.5,3.7,0.6,1.4,0.8,1,1,2.7,0.8,0.7,0.3,0.3,1.8,11,1,0,0.4
Jordan Mickey,BOS,21,16,9,3.6,1.3,0.5,1.4,0,0,0.3,0.6,0.4,0.4,0.1,0.1,0,0.7,0.3,4.4,0,0,0.4
Kelly Olynyk,BOS,25,69,40,20.2,10,3.7,8.1,1.2,3,1.4,1.9,1,3,1.5,1.1,0.8,0.5,2.4,19.7,1,0,3.2
Marcus Smart,BOS,22,61,36,27.3,9.1,3,8.7,1,4,2.1,2.7,1.2,2.9,3,1.3,1.5,0.3,3,22.8,2,1,1.4
RJ Hunter,BOS,22,36,21,8.7,2.7,1,2.7,0.5,1.8,0.2,0.2,0.1,1,0.4,0.3,0.4,0.1,0.8,5.7,0,0,-0.8
Terry Rozier,BOS,22,39,24,8,1.8,0.7,2.7,0.2,0.7,0.2,0.3,0.6,1,0.9,0.5,0.2,0,0.6,5.3,0,0,-1.2
Tyler Zeller,BOS,26,60,38,11.8,6.1,2.3,4.8,0,0,1.5,1.8,1,1.9,0.5,0.8,0.2,0.4,1.6,11.2,1,0,-1.1
Andrea Bargnani,BKN,30,46,11,13.8,6.6,2.8,6.1,0.1,0.3,1,1.2,0.6,1.5,0.4,0.6,0.1,0.2,1.3,10,0,0,-4.2
Bojan Bogdanovic,BKN,27,79,21,26.8,11.2,4.1,9.5,1.6,4.3,1.4,1.7,0.5,2.8,1.3,1.5,0.4,0.1,1.5,16.8,1,0,-4.9
Brook Lopez,BKN,28,73,21,33.7,20.6,8.1,15.8,0,0.2,4.3,5.5,2.8,5.1,2,2.4,0.8,1.7,2.9,38.1,26,0,-1.7
Chris McCullough,BKN,21,24,7,15.1,4.7,1.8,4.5,0.5,1.4,0.5,1,1,1.8,0.4,0.6,1.2,0.5,1.6,13,0,0,-5
Donald Sloan,BKN,28,61,13,21.6,7,2.5,5.7,0.6,1.6,1.3,1.7,0.3,2.6,4.4,1.3,0.5,0.1,1.2,17.4,3,0,-2
Henry Sims,BKN,26,14,2,18.8,6.5,2.4,5.5,0,0,1.8,2.1,1.5,3.6,0.6,0.9,0.6,1,2.6,17.7,0,0,-6.7
Jarrett Jack,BKN,32,32,10,32.1,12.8,4.4,11.2,1,3.2,3.1,3.5,0.3,4,7.4,2.9,1.1,0.2,2.4,29.9,6,0,-4.1
Justin Harper,BKN,26,5,4,7,2.6,0.8,2,0.8,1.8,0.2,0.4,0,0.2,0,0.4,0.2,0,0.6,3,0,0,-6.4
Market Brown,BKN,24,62,12,15.8,5.9,2,5.2,0.6,2,1.1,1.5,0.4,1.6,1.5,0.9,0.6,0.2,1.5,12.1,1,0,-3.8
Rondae Hollis-Jefferson,BKN,21,29,7,21.2,5.8,2.2,4.8,0.1,0.5,1.3,1.8,1.3,4,1.5,0.9,1.3,0.6,2.1,19.1,2,0,-2.1
Sean Kilpatrick,BKN,26,31,7,19.9,11.1,4,8.7,1.3,3.7,1.9,2.2,0.4,1.4,0.9,1,0.4,0.1,1.2,15.1,0,0,-4.7
Sergey Karasev,BKN,22,40,9,10,2.4,0.8,1.9,0.3,0.9,0.7,0.7,0.2,1.3,0.9,0.6,0.2,0.1,0.7,5.5,0,0,-0.2
Shane Larkin,BKN,23,78,20,22.4,7.3,2.8,6.4,0.5,1.4,1.1,1.4,0.4,1.9,4.4,1.9,1.2,0.2,1.6,18.8,0,0,-4.4
Thaddeus Young,BKN,28,73,21,33,15.1,6.8,13.2,0.1,0.4,1.4,2.2,2.4,6.6,1.9,1.9,1.5,0.5,2.5,33,28,0,-3.2
Thomas Robinson,BKN,25,71,16,12.9,4.3,1.8,4.1,0,0,0.7,1.5,1.9,3.1,0.6,1,0.5,0.5,1.6,13.6,8,0,-3.9
Wayne Ellington,BKN,28,76,18,21.2,7.7,2.9,7.4,1.3,3.5,0.7,0.8,0.3,2,1.1,0.6,0.6,0.1,1.1,13.6,0,0,-4.2
Willie Reed,BKN,26,39,8,10.9,4.7,1.9,3.4,0,0,0.8,1.4,1.3,1.9,0.3,0.4,0.2,0.8,1.2,11.2,0,0,-2.1
Al Horford,ATL,30,82,48,32.1,15.2,6.5,12.8,1.1,3.1,1.3,1.6,1.8,5.5,3.2,1.3,0.8,1.5,2,34.4,17,0,2.8
Dennis Schroder,ATL,22,80,47,20.3,11,4.1,9.8,1,3,1.8,2.3,0.3,2.2,4.4,2.3,0.9,0.1,1.7,21.3,2,0,2.8
Edy Tavares,ATL,24,11,7,6.6,2.3,1,1.7,0,0,0.3,0.7,0.6,1.3,0.3,0.5,0.1,0.5,0.7,6.4,0,0,-0.9
Jeff Teague,ATL,28,79,47,28.5,15.7,5.5,12.5,1.4,3.5,3.3,3.9,0.4,2.3,5.9,2.8,1.2,0.3,2.1,29.7,4,0,0.8
Kent Bazemore,ATL,26,75,44,27.8,11.6,4.3,9.7,1.5,4.1,1.6,2,0.4,4.7,2.3,1.8,1.3,0.5,2.3,24.7,1,0,1
Kirk Hinrich,ATL,35,46,26,13.7,3,1.1,2.8,0.5,1.3,0.3,0.3,0.2,1.3,1.6,0.7,0.3,0,1.4,7.6,0,0,0.3
Kris Humphries,ATL,31,53,29,15.7,6.5,2.3,5.6,0.6,2,1.3,1.6,1.1,3,0.7,0.7,0.3,0.4,1.8,13.9,1,0,-1.9
Kyle Korver,ATL,35,80,46,30,9.2,3.4,7.7,2,5,0.6,0.7,0.2,3.1,2.1,1.2,0.8,0.4,2,18.6,0,0,5.4
Lamar Patterson,ATL,24,35,23,11.3,2.4,0.8,2.3,0.3,1.4,0.5,0.6,0.1,1.3,1.1,0.7,0.3,0.1,1.3,6.1,0,0,0.9
Mike Muscala,ATL,24,60,24,9.4,3.3,1.3,2.5,0.2,0.7,0.5,0.7,0.6,1.3,0.6,0.5,0.2,0.5,1.2,8,0,0,-0.6
Mike Scott,ATL,27,75,46,15.3,6.2,2.3,5,0.8,2.1,0.7,0.8,0.7,2,1,0.6,0.3,0.2,1.4,12.2,0,0,1.5
Paul Milsap,ATL,31,81,48,32.7,17.1,6.2,13.2,0.9,2.9,3.8,5,2.4,6.6,3.3,2.4,1.8,1.7,2.9,41.1,32,0,2.7
